ENSEMBLID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,-log10p
ENSG00000280222,0.8999095887691458,2.364042135785993,0.9500787919970817,2.4882590325132266,0.01283701964083231,0.04585908676353072,True,1.8915357943188347
ENSG00000179023,1.0469575214009563,2.5941430502059144,0.768937751665699,3.373671073616029,0.0007417294095806214,0.004989113779333509,True,3.129754500865026
ENSG00000158748,21.356497573312804,-1.2606814792825154,0.4272094404292827,-2.950968213660531,0.003167795154037066,0.015805829169249653,True,2.499242909894318
ENSG00000127472,1.071073916283007,2.865519957700914,1.03277600375022,2.774580303275471,0.00552729864124609,0.024224918182327852,True,2.2574870697512504
ENSG00000117215,10.83208598117336,1.0657121041240674,0.35051547593825266,3.0404138398494136,0.002362532773884207,0.012534526416730741,True,2.626622158091362
ENSG00000158786,2.615136190716393,2.7203553295186245,0.7904790553303492,3.441400896297955,0.0005787104192732546,0.004077547043731423,True,3.237538698399984
ENSG00000187980,4.132011915782837,1.3449953092592921,0.44715084413304573,3.007923001614866,0.0026303977411816252,0.013657147662544228,True,2.579978577084378
ENSG00000158816,2.4336769825242053,2.152966841918248,0.5960381277515701,3.612129395211458,0.0003036929535051057,0.0024278986571810036,True,3.517565284767122
ENSG00000236963,1.3319559162387957,1.6703599958412951,0.675555300984039,2.4725732940118843,0.013414420352207756,0.04742681478634719,True,1.8724280887972182
ENSG00000189410,1.5505385157881584,2.4852316987480663,0.6680815264386911,3.719952730912898,0.00019926006732483566,0.0017117698965447008,True,3.700579727281046
ENSG00000287192,0.867519808804962,2.2884805677960167,0.8447649520343249,2.7090145753383834,0.006748337509027609,0.02825400428747377,True,2.170803204885111
ENSG00000076864,39.728508839271775,5.655208472541233,0.8380422885590162,6.748118262940122,1.4977485042335157e-11,1.0647411671724272e-09,True,10.824561105457146
ENSG00000070886,1.2262561158539886,2.022265931439255,0.8075915229501949,2.5040702805445005,0.012277364371812089,0.04440337324437756,True,1.9108948548260836
ENSG00000173372,395.01852149038285,1.6525292721360465,0.29934847207890836,5.520419932861523,3.3819046740994495e-08,1.049270624361486e-06,True,7.470838638044029
ENSG00000159189,114.44744136436574,3.480905263149317,0.3941071877433267,8.832382081334567,1.0246972488415555e-18,2.0623695602496111e-16,True,17.989404429807465
ENSG00000173369,387.72294558001795,2.83238884701569,0.3226127183818573,8.779532503313032,1.6415554811335569e-18,3.2407651043143056e-16,True,17.78474443444365
ENSG00000133216,168.6459994399556,1.4070031332653767,0.3016096588353435,4.664980354735575,3.0864652444676716e-06,5.144310340919364e-05,True,5.510538609097289
ENSG00000229010,0.9729270860845429,1.8534907631299697,0.728176493632321,2.5453867013535527,0.010915678042785837,0.04066972483906083,True,1.9619492823007443
ENSG00000179546,0.7784900432801871,2.382092172111709,0.8829622595791903,2.697841438032682,0.006979067392190806,0.029012365051093624,True,2.1562026079621974
ENSG00000261326,15.470498517806789,-1.2038755630811155,0.36347391378018207,-3.3121374531686003,0.0009258604364137589,0.005936901134566742,True,3.033454473645747
ENSG00000007968,322.0104451452509,1.7623308842248318,0.16707729486298803,10.547997474282989,5.189125970275431e-26,2.265309288009676e-23,True,25.284905786323485
ENSG00000117318,151.5921610142806,-1.0248259417532526,0.3081844150128101,-3.3253658907789165,0.0008830256950586115,0.005707900191520681,True,3.0540266587556077
ENSG00000142661,1.26912525270038,2.912663587386708,0.8164393852974863,3.567519695691089,0.0003603762991247188,0.0027792643422171336,True,3.443243779007677
ENSG00000187010,70.98603270373576,1.7273867500272082,0.6299060778614838,2.7422925587440674,0.006101197358821092,0.026126915188817317,True,2.214584926415471
ENSG00000188672,24.176275408542473,2.1563435449491686,0.31736388044934755,6.7945461906252715,1.0865400103642218e-11,7.980404649582715e-10,True,10.963954276742934
ENSG00000127423,15.188060843187305,1.7928029649253914,0.2613715482310765,6.859212401115628,6.924122492306866e-12,5.248922275396441e-10,True,11.159635257772035
ENSG00000117632,1283.6943820458248,1.3384351379922916,0.1885730383797916,7.097701503311646,1.2684878319521099e-12,1.0860989047335813e-10,True,11.896713694418915
ENSG00000158014,0.8791602968445629,2.789279698020632,0.9977710867399325,2.795510648774345,0.005181779466442417,0.0230859931813113,True,2.2855210742805685
ENSG00000142675,60.458679556267924,1.3021140979654007,0.25765151476110026,5.053780099731792,4.331502988947295e-07,9.526155290095864e-06,True,6.363361381580601
ENSG00000236155,1.6562488250662166,2.2505953250290025,0.712940607544696,3.1567781400190578,0.0015952266867188813,0.009127570824229598,True,2.7971775936125316
ENSG00000131914,1.2316063354720903,2.0876054810635147,0.8427003457780268,2.4772809119190806,0.013238765921256475,0.046970644428725325,True,1.8781524966612568
ENSG00000142748,0.7740707217719625,2.7887548472317802,1.0245563915860982,2.721914450130516,0.0064904942276107986,0.027442383342223122,True,2.187722231989781
ENSG00000181773,12.213607972190315,1.1229004062760841,0.2730000728549282,4.113187203700094,3.902336788554574e-05,0.0004422410557998136,True,4.40867525183054
ENSG00000126709,2753.463658811744,1.9853165850090975,0.4379230028785498,4.533483219559695,5.801887742070908e-06,8.862962570994963e-05,True,5.23643067840664
ENSG00000225886,4.289145777314062,1.841419170268902,0.6033450233161904,3.0520168379741213,0.0022730934949115266,0.012144144486448096,True,2.643382700883432
ENSG00000130768,9.141070497080774,1.1197137838825413,0.3177019870688353,3.524415425327312,0.00042441827763988285,0.0031736657455846006,True,3.3722059214077897
ENSG00000271398,3.2619737764912657,-1.2481327204313744,0.45401223762736714,-2.7491169113723,0.005975606828903501,0.02573130503776938,True,2.223617985097432
ENSG00000221539,5.439021476131527,-1.2407436612529994,0.467117933470158,-2.6561679018308655,0.007903425311966585,0.03189254882754906,True,2.1021846464714913
ENSG00000116329,4.700000008116093,1.1738113713930445,0.4191905632582767,2.8001855821115464,0.005107323491622085,0.022836337510505844,True,2.2918066335920675
ENSG00000084628,2.038767771546659,3.284455107477447,0.7425923873225823,4.422958225197478,9.735857179494838e-06,0.00013785422260321724,True,5.0116258056297
ENSG00000134668,81.93137505767922,2.165046594606294,0.3740804078863311,5.787650325873707,7.1377801735296614e-09,2.619059656655583e-07,True,8.146436831400413
ENSG00000284702,0.9305820783159209,2.410897977148699,0.878882897363607,2.7431390283969477,0.006085491430663354,0.026074067859194177,True,2.2157043447950397
ENSG00000273274,1.559031467827518,3.2282997349809137,0.792981853403392,4.071089043368901,4.6793856895398073e-05,0.0005145000335128994,True,4.329811157428973
ENSG00000162520,5.726729481172242,1.033161833079559,0.40996585895113746,2.5201167622172616,0.011731591127467732,0.0428747396528549,True,1.930643081574447
ENSG00000121900,1.0146317645200433,2.1867022319085643,0.7352647657760735,2.97403375449454,0.0029391274161870875,0.014882903817140792,True,2.5317815861126607
ENSG00000121904,5.796557326323011,2.3473340841446766,0.5369185057246671,4.37186287884887,1.2319088951326294e-05,0.00016746936931857827,True,4.909421408895771
ENSG00000142698,0.6615350641437997,2.784961415081423,1.0119690718570578,2.7520222628649695,0.0059228494267608645,0.025564506055208606,True,2.2274693080408223
ENSG00000189280,2.4924900944126698,1.4400720728179863,0.5808849942432237,2.479100143900447,0.013171431947979814,0.04677993963878014,True,1.8803670076274204
ENSG00000187513,5.874186207855786,2.940334031446451,0.6706104962944897,4.384563092426221,1.162187965759889e-05,0.00015953062886947634,True,4.934723625912504
ENSG00000092853,88.14705043644028,2.571949270357794,0.22547252809057766,11.406929669607383,3.861189041305994e-30,2.7199444167108927e-27,True,29.413278935079852
ENSG00000163879,2.7600154414661886,1.673842767795231,0.5785545467400801,2.8931459915519726,0.0038140397075990765,0.018260142220734226,True,2.4186147898685655
ENSG00000169218,1.105028362463008,2.299624739674256,0.9315997316978856,2.4684686581897988,0.013569253424800743,0.04786922489206682,True,1.8674440464013389
ENSG00000134690,114.25768608575748,1.8067386058578272,0.19099982641640076,9.45937302539185,3.097951358863905e-21,7.806585558372905e-19,True,20.508925405409233
ENSG00000238063,4.166229978230082,-1.4907646371355403,0.4445649420696746,-3.353311284950354,0.0007985084582200538,0.005277136388599268,True,3.0977204792263864
ENSG00000237624,1.5393058061380194,2.0569417083541457,0.7634123787976969,2.6944044470350828,0.007051454189849034,0.02925834305413264,True,2.1517213111643345
ENSG00000198754,3.256984502845192,1.5635576091976842,0.46993917674843516,3.327148887683986,0.0008773948093299949,0.0056821671782664425,True,3.0568049392107737
ENSG00000279667,0.9397879073795421,2.1851059295716437,0.7870907432340968,2.7761804447009597,0.005500167327556304,0.024129891906243123,True,2.2596240980823055
ENSG00000233708,0.8525726787945678,2.274293475827595,0.8357793904332788,2.7211648215548503,0.006505231762806748,0.02748495889969945,True,2.1867372261561897
ENSG00000117400,48.769713778755786,2.200647150886049,0.33352329529139696,6.598181242372767,4.1623224420686e-11,2.7275091774189486e-09,True,10.38066427938942
ENSG00000117399,227.05944666192332,3.5799635003540953,0.2658367694001931,13.466773270046724,2.4535619819637114e-41,7.604815363096523e-38,True,40.610202966382964
ENSG00000142949,26.038576277205355,1.9695102044961625,0.40638556477121696,4.846407882634656,1.2571691943530068e-06,2.3817823459028998e-05,True,5.900606269466751
ENSG00000117411,77.16417434220695,1.2421250922811808,0.19135253423873527,6.491291569368403,8.51035913921486e-11,5.062928628022353e-09,True,10.070052112196473
ENSG00000196517,20.990283999925612,3.36199951879132,0.42604748519724545,7.89113804353247,2.9944320191895433e-15,3.932729679439826e-13,True,14.523685541997366
ENSG00000230615,5.165131645051147,2.5183850669677703,0.517824572440842,4.863394286402812,1.153896654805288e-06,2.2159248336858675e-05,True,5.937833085684278
ENSG00000283039,0.8348687652226155,2.6708063935540456,1.01900623395323,2.620991221214285,0.008767451960843657,0.03447693142937695,True,2.0571266050526957
ENSG00000142945,103.35337020608112,2.8338867679247413,0.25375406731494865,11.167847664122139,5.858323710993516e-29,3.63157486844488e-26,True,28.232226634359098
ENSG00000268949,1.0371533094107501,2.1608437286886515,0.8659781540226321,2.495263556766558,0.0125863605875507,0.04520508490087849,True,1.9000998302764205
ENSG00000186603,18.522970183045178,1.7465453376087328,0.25961151100179003,6.727534271763051,1.7256219901985688e-11,1.2155830360501054e-09,True,10.763054333505277
ENSG00000230896,1.5706421273353304,-1.8092426003936237,0.5733556617005563,-3.155532806683137,0.001602052483325666,0.009158173500678535,True,2.7953232605081038
ENSG00000085999,36.669841087398005,2.795555233628552,0.2534740528746443,11.028960171363556,2.7704973029083546e-28,1.480544205235249e-25,True,27.557442268291513
ENSG00000197587,1.7201939369842947,2.4879481070970177,0.745624589410274,3.336730229169044,0.0008477018615943099,0.005532642493180803,True,3.071756863109945
ENSG00000233647,3.549669716498879,1.1323064604414357,0.35947359263122447,3.14990164410503,0.001633254374388054,0.00931078155860911,True,2.7869461699542835
ENSG00000224805,10.589990556458389,1.7397616649725605,0.3924054801087412,4.433581469072367,9.268046254024931e-06,0.0001323068591725384,True,5.033011807443816
ENSG00000162367,89.2176154092307,1.5559659042450542,0.3201902281590939,4.859504655063791,1.1767981540274163e-06,2.2502723325395184e-05,True,5.929298021531661
ENSG00000226252,1.9283176946428715,1.9974405052063402,0.5865671138239524,3.4053059882348538,0.0006608995553700467,0.004544050958006787,True,3.179864540307509
ENSG00000123473,85.52604346365626,1.7191969402636733,0.21611356776257923,7.955062507470009,1.790410922180202e-15,2.4997201140979897e-13,True,14.747047281447918
ENSG00000162374,3.4167514249002173,1.7031385171248794,0.43784363274834,3.889832784444749,0.00010031331979315969,0.0009758981001220917,True,3.9986413967044094
ENSG00000123080,126.45220150372586,1.1590081632864537,0.12825915348973685,9.03645573630888,1.6183385551384944e-19,3.5324227828533545e-17,True,18.79093061915895
ENSG00000227742,1.3815126413732148,1.7524418059641442,0.6595901729757578,2.6568646377158083,0.00788711046040351,0.03185957113406533,True,2.103082076758889
ENSG00000169213,3.715306430675564,2.493813127581652,0.6395662450677319,3.899225681176389,9.650079833454413e-05,0.0009450370440376605,True,4.015469093797626
ENSG00000228407,6.910982826973844,1.4383038556058836,0.31161431918851873,4.615653925504452,3.91859476000066e-06,6.280085035481927e-05,True,5.406869646599825
ENSG00000085840,76.694561232951,2.4979771676211744,0.272741605389793,9.158768292982478,5.249302076095454e-20,1.1963391018277838e-17,True,19.279898434622492
ENSG00000232762,0.8430075193503268,2.236731252364069,0.8647777953667686,2.586480902201506,0.009696154347449828,0.037222232350657344,True,2.0134004798411316
ENSG00000174332,1.4569931162386223,2.1639172310488073,0.7184073276119022,3.012103507131539,0.0025944411620173117,0.013510786861200838,True,2.5859561739962103
ENSG00000225632,17.69935385656699,-1.0338600414107162,0.28795790214030187,-3.590316618249941,0.000330276527726558,0.002595568199007268,True,3.4811222898903513
ENSG00000162396,50.28282578246564,-1.0067340218884755,0.2479962101013754,-4.059473414843496,4.9183506994206525e-05,0.0005362092153659625,True,4.3081805074409365
ENSG00000116133,572.523678058704,1.308862678436599,0.22959125592186386,5.700838532291668,1.1921952123542611e-08,4.1149321388552704e-07,True,7.923652626553094
ENSG00000162399,1.8052427644336846,1.9096784646873388,0.6006810044437116,3.179189038041722,0.0014768773936845267,0.008591556835069802,True,2.8306555571297674
ENSG00000169174,1.539347695335379,2.6429138515375126,0.7513862374068148,3.5173838965413324,0.0004358229638451813,0.00324641498783499,True,3.3606898901785733
ENSG00000234810,7.6500145928180014,1.9998133941608618,0.38414212500569034,5.2059205798667305,1.9303719917131558e-07,4.7561112784697345e-06,True,6.714358992349099
ENSG00000260971,1.699327014400398,2.114776549857281,0.7514148418326829,2.8143928388470356,0.004886946801257849,0.022089968806327406,True,2.310962388625995
ENSG00000232453,7.997372450499206,1.4081812194890275,0.28218105476741673,4.990346430768353,6.027110099736307e-07,1.2706686448938016e-05,True,6.219890875021021
ENSG00000237352,12.463943744715687,1.6361416439163785,0.27636901162633815,5.920134223038388,3.2167897587052595e-09,1.2782615201419168e-07,True,8.492577322566447
ENSG00000226476,3.7513851311816127,2.3440830029006534,0.5491175815928268,4.268817975380002,1.9651154519684586e-05,0.00025010542991687785,True,4.706611929420915
ENSG00000237928,1.0799066312364352,2.6923238652186057,0.7601629738160017,3.5417719067573072,0.00039744899250905195,0.003006083826944379,True,3.400718599569206
ENSG00000132854,1.7885879648328673,1.8020132529165012,0.6956746860229717,2.5903102256289334,0.009588947540104571,0.03694127065854196,True,2.0182290573348585
ENSG00000224209,1.7063474098019547,1.8458524289597669,0.6872043969608909,2.686031167907116,0.0072306343535577106,0.029822157257288255,True,2.140823599778152
ENSG00000223949,1.1920883841884062,2.611141169978186,0.7775441025697899,3.3581904374920244,0.00078454541975868,0.005201494178699527,True,3.1053819086996493
ENSG00000158966,23.508344045319898,-1.4428593792482751,0.43476434979000594,-3.318715943349968,0.0009043237007776501,0.005819311800626471,True,3.0436760868939965
ENSG00000226891,23.815599916437495,1.014371462482752,0.24188566581974175,4.193598901551623,2.745632862392275e-05,0.0003307457853472545,True,4.56135753574346
ENSG00000272506,18.199623332086077,1.439093996815319,0.27143146891677467,5.301868654207404,1.1462330032990345e-07,3.0159161237057364e-06,True,6.940727091128394
ENSG00000118473,4.3540040764781835,1.579830113156724,0.4760395755505432,3.3186949033168918,0.0009043918355740511,0.005819311800626471,True,3.043643366916176
ENSG00000152760,8.700080540144603,2.7383153780564062,0.5105557539923536,5.363401267430269,8.16693007741072e-08,2.2641681372928915e-06,True,7.087941162683162
ENSG00000203963,0.8009028563037859,2.8372029125755445,1.0301986584775205,2.754034757498623,0.0058865516275558956,0.025432627222762058,True,2.230139042681826
ENSG00000275678,0.78588238781832,2.5655695954373026,0.9596202761253243,2.673525830233963,0.007505849561869862,0.030635212953668205,True,2.1246001443066995
ENSG00000162594,23.162562283068276,-1.8443456398333191,0.36582391211349313,-5.0416213340945575,4.6160402393956334e-07,1.00459302874526e-05,True,6.33573041396166
ENSG00000024526,18.909108848893634,3.4615621051255996,0.33856241401500314,10.224295319953038,1.5434640859051057e-24,5.498812568118248e-22,True,23.8115034714457
ENSG00000116761,48.707342754658406,-1.2064054884168907,0.39641528559821626,-3.043287007957695,0.002340090305907589,0.012423963520316158,True,2.6307673825041364
ENSG00000050628,9.0175158511815,2.1696094960277628,0.44793794300951845,4.843549268121856,1.275400773906557e-06,2.413372831943451e-05,True,5.894353323821051
ENSG00000286863,1.2235467499059802,2.451945484599526,0.8522453966591307,2.8770416293374494,0.004014226341184548,0.018955049580288704,True,2.3963981435684762
ENSG00000178965,6.223226605797591,1.9086513061701071,0.5300718529352898,3.600740721471796,0.0003173118901599508,0.002514080274925275,True,3.4985136539187933
ENSG00000117069,1.0802697587287615,2.21727001402146,0.8774430246389511,2.5269675087266426,0.011505214615516178,0.042241663943132425,True,1.9391052756945923
ENSG00000162614,111.41106510066321,1.2316870568086646,0.2840667872549277,4.335906596864215,1.4516057808629672e-05,0.00019358981263615445,True,4.838151310937251
ENSG00000122420,6.9713375516577925,1.6361013388197427,0.4356596758142257,3.7554573664912936,0.0001730252141106066,0.0015313867822267992,True,3.7618906046677734
ENSG00000137959,1410.5407790554923,2.402061139499218,0.5602826062456149,4.287231323483582,1.8091387096822363e-05,0.00023286650459551877,True,4.742528133781347
ENSG00000137965,692.8918393731016,1.2370601630822582,0.3175788386734983,3.8952852408219663,9.808323447998578e-05,0.0009578102875573911,True,4.0084052209083705
ENSG00000117114,2.858919254400102,2.1562406526816806,0.661127809008888,3.261458107342589,0.001108408093770436,0.006862985868632959,True,2.955300311591534
ENSG00000137941,24.537947904294185,2.510265398018548,0.33850392371782734,7.415764551406128,1.2092516166501886e-13,1.2248612371919149e-11,True,12.917483323330215
ENSG00000226970,1.9955105046509156,1.143811488736942,0.4458272726469098,2.565593356247696,0.010299950004744454,0.038951555685340936,True,1.9871648833255366
ENSG00000223254,8.077060565160961,1.0468156348286741,0.2738681803898517,3.8223339175019553,0.00013219451213795856,0.00122845645987899,True,3.8787865735770954
ENSG00000171502,31.74639606671978,1.0650610543934194,0.1889588254584717,5.6364716059663085,1.7356963851246145e-08,5.753787107693843e-07,True,7.76052624102411
ENSG00000284240,1.1789184240628816,2.150776255846732,0.7930475291403667,2.7120395396453616,0.006687061574933622,0.028087526652146783,True,2.174764677767533
ENSG00000237505,6.948892293683507,1.196087067522659,0.3093020537341131,3.867051812565258,0.00011015902990051385,0.001056380300730718,True,3.9579798972855267
ENSG00000233593,3.816498216156165,1.105483876928726,0.42848260773808083,2.5799970803120127,0.009880115048765679,0.037713567233558155,True,2.0052379982511193
ENSG00000137948,1.8813494078256119,1.473188498076494,0.5573296092475502,2.6432984604307017,0.0082102627619816,0.032755450419310043,True,2.085642943458811
ENSG00000287797,1.4400747150185245,2.722984136551133,0.6849051011066476,3.9757101124687537,7.016955911970815e-05,0.0007201673791110443,True,4.153851252165491
ENSG00000198691,4.0224515754607415,2.2095865776770576,0.548068644242058,4.031587285444448,5.5401413358346555e-05,0.0005927396641497934,True,4.256479155742667
ENSG00000117525,21.70034458390174,1.8866746143357975,0.45332351160412304,4.161872406881439,3.15648713132947e-05,0.0003707287557239747,True,4.50079597690656
ENSG00000152078,14.905745988297436,1.8804804778912259,0.4932072523153032,3.812759177938954,0.0001374239996722339,0.0012654357902082262,True,3.8619374156386375
ENSG00000162627,20.20407472171223,2.3949539061271254,0.4944177180225724,4.843988835403721,1.2725808621668904e-06,2.4095078694479395e-05,True,5.8953146122311875
ENSG00000232825,1.4369774470374765,2.141061144139064,0.72663686391989,2.946535264656089,0.003213557740577791,0.015977578147130033,True,2.493013892365054
ENSG00000099260,1.631220054072807,3.528078543463565,0.8177397118003101,4.314427308044338,1.600171742645915e-05,0.00021024723680928417,True,4.795833403043657
ENSG00000162692,12.109801435538891,-1.3162474478443205,0.5372399618214455,-2.450017760000106,0.014284916863040223,0.0496758665062192,True,1.8451222828295715
ENSG00000118733,1.1623440795769837,2.5798849935713615,0.7978252871773736,3.2336465577554425,0.0012222060858852754,0.007398882350002757,True,2.9128555580733906
ENSG00000060718,1.8336213113357893,2.559872970474508,0.6099644873967093,4.196757390581683,2.7076370888184147e-05,0.00032693109297984716,True,4.567409545631487
ENSG00000221986,0.8486284466573208,2.7147882667165066,0.9735483360573394,2.7885500556765503,0.005294456496635488,0.023494641008541442,True,2.2761786158448962
ENSG00000181754,248.54219681459733,-1.0557219416695407,0.21538324394655348,-4.901597368138415,9.506051344546836e-07,1.8731090999633136e-05,True,6.0219998443024485
ENSG00000134201,13.494287799530778,3.2155676058179257,0.5079059985013405,6.331029000062968,2.435315628425773e-10,1.3150280122483769e-08,True,9.613444744182228
ENSG00000261055,10.898247484726248,1.6684063931582518,0.3570646206498905,4.672561482349046,2.974664299363055e-06,4.983768646419346e-05,True,5.5265620387288745
ENSG00000197106,1.7622792683634667,2.305253079671901,0.6982631389669414,3.3014102435400665,0.0009620010906321429,0.0061226332246700765,True,3.016824435597059
ENSG00000177301,17.534102318986122,1.2023827838129784,0.21546962173547402,5.580289110495167,2.401191273630498e-08,7.688525157662943e-07,True,7.619573243619099
ENSG00000231346,2.7079789109106405,1.1246658026622218,0.4034406381625522,2.787685959908375,0.005308597681481214,0.023528000953933807,True,2.275020186946161
ENSG00000227811,5.850623722145208,1.4431500922109475,0.47351623652917774,3.0477309559416166,0.0023057626466021827,0.012279572720177774,True,2.637185400673715
ENSG00000231437,5.3188410445996945,1.3549582617594889,0.4422920002245963,3.0634925819852943,0.002187696287415136,0.01178034163106882,True,2.6600129702065205
ENSG00000116748,1.2117815881290686,2.2919600077329347,0.8456781146141843,2.7102037620762762,0.006724188507456988,0.028171968476430026,True,2.1723601199498765
ENSG00000173212,3.3052059546744657,1.5608363864944943,0.5902243710649218,2.644479731798147,0.008181660643529237,0.032674986682926004,True,2.0871585380005775
ENSG00000213262,1.0649431555413018,2.271718625381971,0.7103600962992649,3.1979817520956684,0.0013839303740358106,0.008141683797590829,True,2.8588857588190573
ENSG00000203857,0.7574924673847186,2.946830222522541,1.0586054710123642,2.783690716905546,0.005374425535825782,0.023749689119321373,True,2.2696679500084618
ENSG00000092621,194.862553178229,1.4113589305258618,0.18752976651556547,7.5260528328376886,5.2297186308814606e-14,5.608827991839822e-12,True,13.28152167639902
ENSG00000198019,74.51858850977135,1.0534386708218961,0.2945949634980391,3.575888257943378,0.0003490407278674188,0.0027120875809101643,True,3.4571238943700964
